Session,CCS,Arrival,Departure,Stay (min),Energy (Wh),Pmax (W),Preq_max (W),"Controlled session (0=False, 1=True)",TotalCapacity,BulkCapacity,SOC arrival,SOC departure,Energy capacity (Wh)
1605,CCS2,3/15/2023 19:07,3/15/2023 20:00,54,59508.0,110334,224409,1,10000,8000,20,85,86973
1609,CCS2,3/17/2023 15:05,3/17/2023 15:58,54,62569.0,120147,137406,0,10000,8000,21,97,78211
1710,CCS2,4/20/2023 17:24,4/20/2023 18:17,54,52781.0,95565,159210,1,10000,8000,14,86,69642
1762,CCS2,5/18/2023 12:33,5/18/2023 13:26,54,15515.0,38937,82626,0,10000,10000,62,86,61414
10,CCS1,4/14/2022 18:02,4/14/2022 18:56,55,46755.0,111927,179418,1,10000,8000,18,99,54829
954,CCS1,5/17/2023 16:01,5/17/2023 16:55,55,40940.0,87078,108642,0,10000,8000,25,84,65920
1019,CCS1,6/12/2023 21:37,6/12/2023 22:31,55,53819.0,115542,121257,0,10000,8000,25,90,78659
1260,CCS2,6/13/2022 17:36,6/13/2022 18:30,55,32073.0,87105,92595,1,10000,8000,50,92,72546
1407,CCS2,10/28/2022 17:25,10/28/2022 18:19,55,57550.0,164730,176505,1,10000,8000,10,77,81601
1416,CCS2,10/30/2022 9:01,10/30/2022 9:55,55,64384.0,155283,191382,1,79040,63232,10,88,78417
1494,CCS2,11/17/2022 21:50,11/17/2022 22:44,55,43179.0,70989,120222,1,10000,8000,39,90,80431
1497,CCS2,11/18/2022 14:36,11/18/2022 15:30,55,31917.0,50661,251262,1,10000,8000,45,97,58310
1604,CCS2,3/15/2023 17:21,3/15/2023 18:15,55,51428.0,96297,352230,1,10000,8000,24,85,80093
1772,CCS2,5/22/2023 20:28,5/22/2023 21:22,55,49700.0,83163,352230,1,10000,8000,22,90,69434
240,CCS1,7/15/2022 18:45,7/15/2022 19:40,56,30566.0,94635,123081,0,42000,33600,16,97,35849
443,CCS1,11/5/2022 14:25,11/5/2022 15:20,56,45150.0,108120,250149,1,10000,8000,53,100,91261
477,CCS1,11/8/2022 16:06,11/8/2022 17:01,56,51215.0,97440,192417,1,79900,63920,31,90,82465
607,CCS1,2/17/2023 11:17,2/17/2023 12:12,56,20965.0,39858,275928,1,10000,8000,64,90,76603
1108,CCS1,6/29/2023 21:40,6/29/2023 22:35,56,46889.0,113427,121257,0,10000,8000,37,93,79544
1137,CCS2,4/14/2022 18:21,4/14/2022 19:16,56,48860.0,86877,352230,1,10000,8000,24,92,68260
1249,CCS2,6/10/2022 11:09,6/10/2022 12:04,56,60895.0,134889,159210,0,10000,8000,20,99,73228
1386,CCS2,10/23/2022 12:11,10/23/2022 13:06,56,43223.0,113748,366837,1,10000,8000,49,97,85546
1395,CCS2,10/24/2022 18:01,10/24/2022 18:56,56,37406.0,56370,58200,0,10000,8000,3,95,38626
1479,CCS2,11/15/2022 10:57,11/15/2022 11:52,56,68979.0,150237,221187,1,10000,8000,13,100,75322
1723,CCS2,5/2/2023 8:58,5/2/2023 9:53,56,48903.0,89535,140628,0,10000,8000,30,100,66368
1778,CCS2,5/23/2023 19:58,5/23/2023 20:53,56,64476.0,140691,223872,1,10000,8000,12,95,73798
323,CCS1,10/18/2022 14:22,10/18/2022 15:18,57,50289.0,104385,179418,1,10000,8000,15,99,56874
387,CCS1,10/28/2022 15:53,10/28/2022 16:49,57,59592.0,134052,353265,1,10000,8000,23,96,77551
603,CCS1,2/16/2023 15:03,2/16/2023 15:59,57,49267.0,82755,121257,0,10000,8000,28,89,76727
885,CCS1,4/20/2023 13:54,4/20/2023 14:50,57,38206.0,61857,93630,0,10000,8000,24,77,68482
901,CCS1,4/23/2023 11:20,4/23/2023 12:16,57,40389.0,108108,252297,1,10000,8000,19,97,49192
1112,CCS1,6/30/2023 12:46,6/30/2023 13:42,57,47448.0,107658,252297,1,10000,8000,18,100,54964
1173,CCS2,4/24/2022 15:10,4/24/2022 16:06,57,15176.0,48867,57333,0,10000,8000,54,100,31342
1248,CCS2,6/10/2022 7:58,6/10/2022 8:54,57,47801.0,86583,92595,1,10000,8000,14,79,69863
1346,CCS2,10/15/2022 9:26,10/15/2022 10:22,57,69764.0,149391,224409,1,10000,8000,19,95,87205
1529,CCS2,2/15/2023 21:38,2/15/2023 22:34,57,46882.0,87546,137406,0,10000,8000,23,89,67482
1533,CCS2,2/17/2023 23:56,2/18/2023 0:52,57,51173.0,86604,92595,1,10000,8000,9,81,67511
1585,CCS2,3/7/2023 15:12,3/7/2023 16:08,57,32655.0,74034,228708,1,10000,8000,44,91,66005
1669,CCS2,4/4/2023 20:53,4/4/2023 21:49,57,50015.0,69675,120222,1,10000,8000,25,85,79190
1713,CCS2,4/21/2023 17:01,4/21/2023 17:57,57,26545.0,64914,122046,0,42000,33600,26,100,34078
140,CCS1,6/5/2022 15:15,6/5/2022 16:12,58,21820.0,55026,58368,0,10000,8000,33,99,31408
316,CCS1,10/17/2022 9:19,10/17/2022 10:16,58,62333.0,152307,275928,1,10000,8000,22,90,87083
982,CCS1,5/23/2023 18:10,5/23/2023 19:07,58,41020.0,96588,224907,1,10000,8000,20,100,48711
1004,CCS1,6/8/2023 21:46,6/8/2023 22:43,58,48954.0,100221,121257,1,10000,8000,34,93,78824
1057,CCS1,6/20/2023 20:36,6/20/2023 21:33,58,92343.0,170469,250149,1,10000,8000,15,96,108304
1162,CCS2,4/22/2022 13:14,4/22/2022 14:11,58,47116.0,73815,159210,0,10000,8000,37,99,72194
1375,CCS2,10/20/2022 14:51,10/20/2022 15:48,58,40739.0,65139,223872,1,10000,8000,51,100,78984
1545,CCS2,2/25/2023 17:09,2/25/2023 18:06,58,33154.0,56067,58500,0,10000,8000,18,98,39365
1764,CCS2,5/18/2023 21:45,5/18/2023 22:42,58,40845.0,66375,120222,0,10000,8000,46,94,80856
1808,CCS2,6/14/2023 22:45,6/14/2023 23:42,58,24923.0,51312,55773,0,10000,8000,49,99,47354
351,CCS1,10/23/2022 12:21,10/23/2022 13:19,59,67447.0,99687,353265,1,10000,8000,6,91,75382
371,CCS1,10/25/2022 19:54,10/25/2022 20:52,59,30696.0,76242,123081,0,42000,33600,20,99,36913
402,CCS1,10/30/2022 16:59,10/30/2022 17:57,59,60752.0,158739,353265,1,10000,8000,21,98,74954
687,CCS1,3/8/2023 9:11,3/8/2023 10:09,59,37224.0,78645,275928,1,10000,8000,42,90,73673
830,CCS1,4/6/2023 10:42,4/6/2023 11:40,59,38539.0,77496,353265,1,10000,8000,55,99,83209
835,CCS1,4/7/2023 1:48,4/7/2023 2:46,59,62633.0,161811,353265,1,10000,8000,20,100,74377
967,CCS1,5/21/2023 10:06,5/21/2023 11:04,59,17868.0,56118,58500,1,10000,8000,47,100,32022
1200,CCS2,5/20/2022 16:57,5/20/2022 17:55,59,17771.0,47928,92595,1,10000,8000,76,100,70344
1274,CCS2,6/17/2022 10:07,6/17/2022 11:05,59,55343.0,113796,178383,1,10000,8000,8,100,57148
1383,CCS2,10/22/2022 16:30,10/22/2022 17:28,59,40096.0,79368,251262,1,10000,8000,33,100,56853
1405,CCS2,10/28/2022 15:09,10/28/2022 16:07,59,34934.0,57279,98739,0,22800,18240,19,81,53528
1522,CCS2,12/5/2022 21:52,12/5/2022 22:50,59,57489.0,103401,120222,1,10000,8000,22,90,80316
1558,CCS2,2/28/2023 10:09,2/28/2023 11:07,59,39263.0,63786,221187,1,10000,8000,55,100,82889
1705,CCS2,4/18/2023 23:13,4/19/2023 0:11,59,28293.0,48072,120222,1,10000,8000,69,99,89565
119,CCS1,5/25/2022 12:12,5/25/2022 13:11,60,48171.0,117165,275928,1,10000,8000,43,96,86344
276,CCS1,8/11/2022 20:38,8/11/2022 21:37,60,62676.0,125487,160245,1,10000,8000,12,94,72621
327,CCS1,10/19/2022 7:21,10/19/2022 8:20,60,20515.0,48540,275928,1,10000,8000,75,97,88588
582,CCS1,11/23/2022 9:23,11/23/2022 10:22,60,42706.0,69936,179418,1,10000,8000,18,95,52682
709,CCS1,3/15/2023 10:34,3/15/2023 11:33,60,20407.0,39948,110514,1,50000,40000,49,97,40389
773,CCS1,3/28/2023 12:44,3/28/2023 13:43,60,50247.0,123312,160245,0,10000,8000,3,100,49211
818,CCS1,4/4/2023 20:40,4/4/2023 21:39,60,48266.0,74394,160245,0,10000,8000,36,100,71634
952,CCS1,5/17/2023 11:57,5/17/2023 12:56,60,43368.0,91986,142737,0,10000,8000,26,97,58028
959,CCS1,5/19/2023 13:35,5/19/2023 14:34,60,43931.0,128373,194430,1,76800,61440,44,99,75881
1047,CCS1,6/18/2023 16:52,6/18/2023 17:51,60,48135.0,152811,353265,1,10000,8000,38,100,73755
1466,CCS2,11/11/2022 19:32,11/11/2022 20:31,60,43639.0,60381,159210,1,10000,8000,36,96,69084
1523,CCS2,12/6/2022 9:26,12/6/2022 10:25,60,46973.0,64374,274893,1,10000,8000,37,90,84197
1589,CCS2,3/8/2023 18:01,3/8/2023 19:00,60,27170.0,56694,228708,1,10000,8000,54,99,57359
1721,CCS2,5/1/2023 15:19,5/1/2023 16:18,60,47466.0,98208,178383,1,10000,8000,15,100,53050
46,CCS1,4/23/2022 14:35,4/23/2022 15:35,61,27886.0,32583,35400,0,55700,44560,25,69,60208
271,CCS1,8/10/2022 22:29,8/10/2022 23:29,61,58717.0,161496,353265,1,10000,8000,20,100,69726
424,CCS1,11/3/2022 15:15,11/3/2022 16:15,61,56047.0,94374,224907,1,10000,8000,31,99,78301
530,CCS1,11/15/2022 21:16,11/15/2022 22:16,61,18456.0,48075,93630,0,10000,8000,73,98,70133
568,CCS1,11/21/2022 15:15,11/21/2022 16:15,61,77991.0,149739,275928,1,10000,8000,1,83,90366
844,CCS1,4/8/2023 17:23,4/8/2023 18:23,61,31835.0,54471,67551,0,18700,14960,30,83,57063
1072,CCS1,6/24/2023 2:00,6/24/2023 3:00,61,102603.0,171594,250149,1,10000,8000,6,96,108303
1240,CCS2,6/7/2022 14:39,6/7/2022 15:39,61,37959.0,64137,92595,1,10000,8000,40,94,66792
1329,CCS2,8/12/2022 8:33,8/12/2022 9:33,61,21408.0,35661,51612,0,10000,8000,32,98,30815
1521,CCS2,12/5/2022 16:07,12/5/2022 17:07,61,25757.0,36024,98739,1,22800,18240,28,70,58266
1568,CCS2,3/2/2023 17:27,3/2/2023 18:27,61,26811.0,51462,122046,0,42000,33600,27,100,34891
1569,CCS2,3/2/2023 20:25,3/2/2023 21:25,61,44821.0,85842,92595,1,10000,8000,21,84,67587
1594,CCS2,3/10/2023 11:39,3/10/2023 12:39,61,48927.0,86589,92595,1,10000,8000,14,80,70425
1656,CCS2,3/31/2023 10:39,3/31/2023 11:39,61,66484.0,169482,270597,1,10000,8000,39,100,103541
1714,CCS2,4/21/2023 18:12,4/21/2023 19:12,61,37654.0,80610,352230,1,10000,8000,55,99,81298
1113,CCS1,6/30/2023 18:19,6/30/2023 19:20,62,59598.0,156987,353265,1,10000,8000,21,97,74498
1136,CCS2,4/14/2022 15:23,4/14/2022 16:24,62,50962.0,77568,159210,1,10000,8000,32,100,71197
1149,CCS2,4/18/2022 15:31,4/18/2022 16:32,62,70419.0,168543,176505,1,10000,8000,21,100,84681
1306,CCS2,7/17/2022 9:59,7/17/2022 11:00,62,70543.0,122871,137406,0,10000,8000,12,98,77925
1696,CCS2,4/14/2023 12:03,4/14/2023 13:04,62,49592.5,80118,176505,1,10000,8000,47,100,88875
1707,CCS2,4/19/2023 21:09,4/19/2023 22:10,62,37176.0,51471,55773,1,10000,8000,9,87,45273
138,CCS1,6/5/2022 8:01,6/5/2022 9:03,63,35473.0,59427,67551,0,18700,14960,29,83,62406
294,CCS1,10/14/2022 11:53,10/14/2022 12:55,63,33736.0,99516,192417,1,68440,54752,51,100,65406
613,CCS1,2/17/2023 21:59,2/17/2023 23:01,63,34642.0,48078,121257,1,10000,8000,44,85,80268
1247,CCS2,6/9/2022 18:49,6/9/2022 19:51,63,22423.0,94053,122046,0,42000,33600,47,100,40192
1410,CCS2,10/29/2022 9:25,10/29/2022 10:27,63,29237.0,65601,224409,1,10000,8000,69,99,92553
1427,CCS2,11/1/2022 18:22,11/1/2022 19:24,63,69828.0,131667,223872,1,10000,8000,11,100,74536
1698,CCS2,4/14/2023 15:55,4/14/2023 16:57,63,50817.0,69696,120222,0,10000,8000,29,90,79141
1683,CCS2,4/7/2023 17:42,4/7/2023 18:45,64,61342.0,102537,120222,1,10000,8000,15,91,76677
501,CCS1,11/11/2022 18:54,11/11/2022 19:58,65,29728.0,71880,123081,1,42000,33600,21,100,35749
549,CCS1,11/18/2022 14:30,11/18/2022 15:34,65,44063.0,66717,252297,1,10000,8000,24,100,55079
642,CCS1,2/26/2023 18:37,2/26/2023 19:41,65,38154.6,64359,93630,1,10000,8000,40,89,73973
703,CCS1,3/14/2023 9:46,3/14/2023 10:50,65,24322.0,46203,192417,1,68500,54800,68,100,72206
742,CCS1,3/21/2023 6:48,3/21/2023 7:52,65,43522.0,66858,353265,1,10000,8000,54,100,89882
1515,CCS2,11/22/2022 21:18,11/22/2022 22:22,65,60858.0,103314,120222,1,10000,8000,19,92,79199
1691,CCS2,4/9/2023 14:06,4/9/2023 15:10,65,27658.0,50766,55773,0,10000,8000,31,91,43792
517,CCS1,11/14/2022 11:52,11/14/2022 12:57,66,15565.0,23379,56808,0,10000,8000,71,99,52810
552,CCS1,11/18/2022 18:13,11/18/2022 19:18,66,51762.0,85815,179418,1,10000,8000,9,100,54031
686,CCS1,3/7/2023 22:17,3/7/2023 23:22,66,54698.0,78171,224907,1,10000,8000,30,100,74233
806,CCS1,4/2/2023 17:32,4/2/2023 18:37,66,24572.0,47283,229743,1,10000,8000,60,99,59855
896,CCS1,4/22/2023 1:48,4/22/2023 2:53,66,76668.0,161784,353265,1,10000,8000,3,99,75869
1213,CCS2,5/24/2022 18:31,5/24/2022 19:36,66,62639.0,144744,191382,1,78900,63120,19,93,80415
343,CCS1,10/22/2022 0:53,10/22/2022 1:59,67,72411.0,161364,353265,1,10000,8000,9,99,76425
977,CCS1,5/23/2023 9:59,5/23/2023 11:05,67,61059.0,129186,229743,1,10000,8000,14,97,69887
1138,CCS2,4/14/2022 21:12,4/14/2022 22:18,67,36493.0,61833,92595,0,10000,8000,44,95,67977
1401,CCS2,10/27/2022 13:26,10/27/2022 14:32,67,93215.0,153741,222261,1,10000,8000,37,62,354217
1443,CCS2,11/4/2022 8:45,11/4/2022 9:51,67,25076.0,53193,56445,0,10000,8000,19,100,29410
1528,CCS2,2/15/2023 15:38,2/15/2023 16:44,67,22388.0,41433,109479,0,50000,40000,50,98,44310
1574,CCS2,3/3/2023 22:21,3/3/2023 23:27,67,52484.0,81027,120222,1,10000,8000,33,95,80419
314,CCS1,10/16/2022 16:47,10/16/2022 17:54,68,53038.0,87417,93630,0,10000,8000,15,91,66298
976,CCS1,5/22/2023 21:49,5/22/2023 22:56,68,59705.0,115590,121257,0,10000,8000,26,97,79887
1007,CCS1,6/9/2023 13:01,6/9/2023 14:08,68,82509.1,170112,353265,1,10000,8000,11,100,88072
1734,CCS2,5/10/2023 15:54,5/10/2023 17:01,68,65832.0,159123,352230,1,10000,8000,7,99,67979
513,CCS1,11/13/2022 16:53,11/13/2022 18:01,69,39641.0,61692,229743,1,10000,8000,19,87,55381
684,CCS1,3/7/2023 17:43,3/7/2023 18:51,69,73677.1,117306,224907,1,10000,8000,7,98,76916
831,CCS1,4/6/2023 13:05,4/6/2023 14:13,69,25802.0,52098,110514,1,50000,40000,49,100,48063
1320,CCS2,8/4/2022 14:11,8/4/2022 15:19,69,41227.0,153417,191382,1,80140,64112,47,96,79929
419,CCS1,11/2/2022 12:33,11/2/2022 13:42,70,25902.0,55095,58368,0,10000,8000,20,100,30759
790,CCS1,3/30/2023 20:56,3/30/2023 22:05,70,49589.0,75993,121257,0,10000,8000,39,99,78516
1351,CCS2,10/15/2022 21:57,10/15/2022 23:08,72,42988.0,65007,92595,0,10000,8000,35,95,68064
1184,CCS2,4/27/2022 19:03,4/27/2022 20:15,73,117690.0,154986,222261,1,10000,8000,48,79,360663
1364,CCS2,10/18/2022 13:52,10/18/2022 15:04,73,75169.0,164730,176505,1,10000,8000,9,100,78465
1372,CCS2,10/19/2022 19:14,10/19/2022 20:26,73,93355.0,155652,270597,1,10000,8000,9,95,103113
1825,CCS2,6/19/2023 20:35,6/19/2023 21:47,73,42419.0,82467,224409,1,10000,8000,54,99,89551
1190,CCS2,5/18/2022 10:59,5/18/2022 12:12,74,71162.0,111972,120222,1,10000,8000,15,100,79534
1257,CCS2,6/11/2022 13:21,6/11/2022 14:34,74,69033.0,109683,120222,0,10000,8000,16,100,78073
1674,CCS2,4/5/2023 17:22,4/5/2023 18:35,74,40889.0,51033,55773,0,10000,8000,6,94,44147
1292,CCS2,7/13/2022 14:04,7/13/2022 15:18,75,55353.0,65148,92595,0,10000,8000,13,90,68293
1554,CCS2,2/27/2023 11:26,2/27/2023 12:40,75,60238.0,128649,176505,1,10000,8000,33,98,88040
1003,CCS1,6/8/2023 20:24,6/8/2023 21:39,76,82640.0,148149,225444,1,10000,8000,11,98,90239
1640,CCS2,3/28/2023 9:03,3/28/2023 10:18,76,121026.0,159210,222261,1,10000,8000,51,82,370886
280,CCS1,8/12/2022 11:41,8/12/2022 12:57,77,74121.0,110658,121257,1,10000,8000,12,99,80937
683,CCS1,3/7/2023 15:38,3/7/2023 16:54,77,24393.0,43257,110514,0,50000,40000,48,100,44564
1216,CCS2,5/25/2022 12:52,5/25/2022 14:08,77,62878.0,141180,352230,1,10000,8000,28,100,82964
975,CCS1,5/22/2023 19:47,5/22/2023 21:04,78,40536.0,77757,353265,1,10000,8000,54,100,83716
1571,CCS2,3/3/2023 14:44,3/3/2023 16:02,79,29713.0,46317,109479,0,50000,40000,37,100,44805
1210,CCS2,5/23/2022 10:06,5/23/2022 11:25,80,44379.0,85989,92595,0,10000,8000,36,98,67989
1476,CCS2,11/14/2022 11:43,11/14/2022 13:02,80,57108.0,129720,191382,1,68140,54512,15,100,63827
819,CCS1,4/4/2023 21:43,4/4/2023 23:03,81,31636.0,46890,93630,0,10000,8000,46,87,73303
1869,CCS2,7/2/2023 8:11,7/2/2023 9:31,81,59607.0,98547,120222,0,10000,8000,30,100,80895
678,CCS1,3/5/2023 20:58,3/5/2023 22:19,82,49575.0,57765,121257,1,10000,8000,25,87,75962
1181,CCS2,4/26/2022 18:25,4/26/2022 19:46,82,148790.0,154347,222261,1,10000,8000,53,90,382028
1298,CCS2,7/15/2022 10:16,7/15/2022 11:37,82,42230.0,64962,92595,1,10000,8000,41,100,67997
1773,CCS2,5/23/2023 7:51,5/23/2023 9:12,82,35698.0,94458,109479,0,50000,40000,29,100,47764
1803,CCS2,6/13/2023 7:59,6/13/2023 9:20,82,37993.0,105804,109479,0,50000,40000,24,100,47491
1821,CCS2,6/18/2023 16:59,6/18/2023 18:20,82,39588.0,51945,56700,0,10000,8000,19,99,47011
1757,CCS2,5/17/2023 11:12,5/17/2023 12:35,84,33109.0,50562,55773,0,10000,8000,26,99,43087
1770,CCS2,5/22/2023 11:59,5/22/2023 13:22,84,44194.0,51486,55773,0,10000,8000,7,99,45635
236,CCS1,7/15/2022 9:57,7/15/2022 11:22,86,56506.0,87045,93630,1,10000,8000,20,97,69715
1473,CCS2,11/13/2022 9:52,11/13/2022 11:17,86,44581.0,50274,98739,0,22800,18240,13,89,55726
1314,CCS2,7/19/2022 15:25,7/19/2022 16:51,87,18042.0,35748,48084,0,10000,8000,47,99,32955
338,CCS1,10/21/2022 10:09,10/21/2022 11:36,88,57934.0,127494,353265,1,10000,8000,32,99,82145
1349,CCS2,10/15/2022 16:58,10/15/2022 18:25,88,92088.2,144258,366837,1,10000,8000,2,98,91129
1508,CCS2,11/20/2022 19:52,11/20/2022 21:21,90,67906.0,156606,352230,1,10000,8000,21,99,82706
998,CCS1,6/8/2023 8:44,6/8/2023 10:15,92,65752.0,158421,353265,1,10000,8000,15,100,73488
1245,CCS2,6/9/2022 14:45,6/9/2022 16:16,92,162135.0,149043,222261,1,10000,8000,33,75,366734
616,CCS1,2/18/2023 12:48,2/18/2023 14:20,93,65535.0,146202,353265,1,10000,8000,20,99,78808
1328,CCS2,8/11/2022 20:56,8/11/2022 22:31,96,70254.0,87357,146253,1,10000,8000,19,95,87817
1813,CCS2,6/16/2023 20:11,6/16/2023 21:46,96,76052.0,149145,224409,1,10000,8000,20,100,90312
162,CCS1,6/8/2022 19:05,6/8/2022 20:43,99,196761.0,151020,223296,1,10000,8000,42,92,373846
51,CCS1,4/24/2022 20:29,4/24/2022 22:13,105,42757.0,108399,192417,1,79640,63712,48,100,78113
647,CCS1,2/27/2023 14:48,2/27/2023 16:32,105,69153.0,53955,121257,1,10000,8000,11,94,79161
848,CCS1,4/12/2023 19:58,4/12/2023 21:42,105,48313.0,115215,192417,1,77600,62080,40,100,76496
657,CCS1,3/1/2023 16:42,3/1/2023 18:28,107,44563.0,40776,121257,1,10000,8000,27,84,74272
783,CCS1,3/29/2023 20:21,3/29/2023 22:09,109,54079.0,99282,192417,1,77600,62080,32,100,75550
265,CCS1,8/3/2022 18:33,8/3/2022 20:22,110,79352.0,154158,275928,1,10000,8000,16,97,93067
368,CCS1,10/25/2022 15:31,10/25/2022 17:38,128,244474.0,149946,223296,1,10000,8000,33,96,368651
668,CCS1,3/3/2023 16:45,3/3/2023 18:58,134,60079.0,101439,275928,1,10000,8000,20,97,74123
778,CCS1,3/29/2023 10:33,3/29/2023 12:46,134,30498.0,64902,123921,1,10000,8000,51,98,61645
61,CCS1,4/28/2022 14:32,4/28/2022 16:48,137,268863.0,150498,223296,1,10000,8000,25,94,370227
743,CCS1,3/21/2023 13:45,3/21/2023 16:05,141,46939.0,51609,56808,1,10000,8000,6,100,47438
1750,CCS2,5/14/2023 13:38,5/14/2023 16:01,144,50409.0,51552,55773,1,10000,8000,3,100,49370
